sale,SKU,date,quantity_sold,brand,price,cost,store,revenue,profit
6094,HL1008,8/30/2018,1,Philco,2000,1000,Goiânia,2000,1000
6095,HL1008,8/30/2018,5,Philco,2000,1380,São Paulo,10000,3100
6096,HL1008,8/30/2018,1,Philco,2000,1200,Goiânia,2000,800
6097,HL1021,8/30/2018,1,Samsung,3000,1500,São Paulo,3000,1500
6098,HL1012,8/30/2018,2,Dell,5500,3740,São Paulo,11000,3520
6099,HL1021,8/30/2018,3,Samsung,3000,1260,Recife,9000,5220
6100,HL1015,8/30/2018,5,Sony,700,430,Fortaleza,3500,1350
6101,HL1001,8/30/2018,3,LG,2600,1640,São Paulo,7800,2880
6102,HL1002,8/30/2018,3,Apple,2500,1280,São Paulo,7500,3660
6103,HL1019,8/30/2018,2,Apple,6500,4490,Belo Horizonte,13000,4020
6104,HL1001,8/30/2018,3,LG,2600,1690,Goiânia,7800,2730
6105,HL1007,8/30/2018,2,Dell,2300,1360,Rio de Janeiro,4600,1880
6106,HL1018,8/30/2018,1,Xiaomi,1200,610,São Paulo,1200,590
6107,HL1023,8/30/2018,4,Samsung,1500,1050,São Paulo,6000,1800
6108,HL1019,8/31/2018,1,Apple,6500,3450,São Paulo,6500,3050
6109,HL1003,8/31/2018,2,Samsung,4500,2660,Fortaleza,9000,3680
6110,HL1018,8/31/2018,2,Xiaomi,1200,800,Guarulhos,2400,800
6111,HL1015,8/31/2018,4,Sony,700,480,Rio de Janeiro,2800,880
6112,HL1023,8/31/2018,2,Samsung,1500,710,Recife,3000,1580
6113,HL1019,8/31/2018,2,Apple,6500,3640,Porto Alegre,13000,5720
6114,HL1005,8/31/2018,3,Canon,1500,890,Niterói,4500,1830
6115,HL1001,8/31/2018,5,LG,2600,1640,Recife,13000,4800
6116,HL1019,8/31/2018,3,Apple,6500,2730,Goiânia,19500,11310
6117,HL1005,8/31/2018,2,Canon,1500,690,Porto Alegre,3000,1620
6118,HL1001,8/31/2018,2,LG,2600,1770,Salvador,5200,1660
6119,HL1018,8/31/2018,1,Xiaomi,1200,520,São Paulo,1200,680
6120,HL1008,8/31/2018,4,Philco,2000,800,Recife,8000,4800
6121,HL1009,8/31/2018,1,Motorola,1400,780,São Paulo,1400,620
6122,HL1005,8/31/2018,1,Canon,1500,660,Niterói,1500,840
6123,HL1013,9/1/2018,1,Nikon,1550,900,Rio de Janeiro,1550,650
6124,HL1008,9/1/2018,4,Philco,2000,1360,Nova Iguaçu,8000,2560
6125,HL1013,9/1/2018,2,Nikon,1550,840,Rio de Janeiro,3100,1420
6126,HL1009,9/1/2018,3,Motorola,1400,810,Fortaleza,4200,1770
6127,HL1013,9/1/2018,1,Nikon,1550,900,Guarulhos,1550,650
6128,HL1022,9/1/2018,2,Apple,750,490,São Paulo,1500,520
6129,HL1007,9/1/2018,3,Dell,2300,1360,Fortaleza,6900,2820
6130,HL1013,9/1/2018,1,Nikon,1550,820,Rio de Janeiro,1550,730
6131,HL1001,9/1/2018,5,LG,2600,1530,Recife,13000,5350
6132,HL1023,9/1/2018,1,Samsung,1500,780,Fortaleza,1500,720
6133,HL1021,9/1/2018,1,Samsung,3000,2070,Rio de Janeiro,3000,930
6134,HL1009,9/1/2018,4,Motorola,1400,880,São Paulo,5600,2080
6135,HL1001,9/1/2018,1,LG,2600,1200,Rio de Janeiro,2600,1400
6136,HL1004,9/1/2018,3,Apple,1750,1030,Fortaleza,5250,2160
6137,HL1023,9/1/2018,4,Samsung,1500,1020,Salvador,6000,1920
6138,HL1001,9/1/2018,2,LG,2600,1530,Guarulhos,5200,2140
6139,HL1024,9/1/2018,1,Acer,2400,1200,São Paulo,2400,1200
6140,HL1001,9/1/2018,3,LG,2600,1350,São Paulo,7800,3750
6141,HL1018,9/1/2018,1,Xiaomi,1200,800,Salvador,1200,400
6142,HL1015,9/1/2018,2,Sony,700,400,Curitiba,1400,600
6143,HL1020,9/1/2018,3,Motorola,1500,710,Fortaleza,4500,2370
6144,HL1024,9/1/2018,2,Acer,2400,1060,Goiânia,4800,2680
6145,HL1013,9/1/2018,5,Nikon,1550,620,Rio de Janeiro,7750,4650
6146,HL1013,9/1/2018,3,Nikon,1550,1010,São Paulo,4650,1620
6147,HL1002,9/1/2018,3,Apple,2500,1530,Guarulhos,7500,2910
6148,HL1008,9/1/2018,5,Philco,2000,960,Rio de Janeiro,10000,5200
6149,HL1003,9/1/2018,3,Samsung,4500,2160,Belo Horizonte,13500,7020
6150,HL1007,9/1/2018,3,Dell,2300,1040,Porto Alegre,6900,3780
6151,HL1007,9/1/2018,1,Dell,2300,1380,Recife,2300,920
6152,HL1001,9/1/2018,3,LG,2600,1300,Curitiba,7800,3900
6153,HL1005,9/1/2018,5,Canon,1500,920,Recife,7500,2900
6154,HL1021,9/1/2018,1,Samsung,3000,1980,Rio de Janeiro,3000,1020
6155,HL1023,9/1/2018,4,Samsung,1500,920,Fortaleza,6000,2320
6156,HL1015,9/1/2018,2,Sony,700,460,São Paulo,1400,480
6157,HL1009,9/2/2018,4,Motorola,1400,850,Recife,5600,2200
6158,HL1001,9/2/2018,1,LG,2600,1430,Porto Alegre,2600,1170
6159,HL1015,9/2/2018,5,Sony,700,390,Goiânia,3500,1550
6160,HL1009,9/2/2018,5,Motorola,1400,880,Recife,7000,2600
6161,HL1020,9/2/2018,1,Motorola,1500,900,São Paulo,1500,600
6162,HL1009,9/2/2018,3,Motorola,1400,630,Belo Horizonte,4200,2310
6163,HL1005,9/2/2018,5,Canon,1500,920,Recife,7500,2900
6164,HL1005,9/2/2018,3,Canon,1500,600,Rio de Janeiro,4500,2700
6165,HL1002,9/2/2018,2,Apple,2500,1180,Rio de Janeiro,5000,2640
6166,HL1009,9/2/2018,3,Motorola,1400,940,Campinas,4200,1380
6167,HL1008,9/2/2018,2,Philco,2000,1300,Porto Alegre,4000,1400
6168,HL1023,9/2/2018,1,Samsung,1500,890,Nova Iguaçu,1500,610
6169,HL1001,9/2/2018,3,LG,2600,1040,Fortaleza,7800,4680
6170,HL1008,9/2/2018,5,Philco,2000,920,Fortaleza,10000,5400
6171,HL1007,9/2/2018,5,Dell,2300,1130,Salvador,11500,5850
6172,HL1024,9/2/2018,3,Acer,2400,1300,Salvador,7200,3300
6173,HL1006,9/2/2018,5,Samsung,1400,830,Guarulhos,7000,2850
6174,HL1003,9/2/2018,3,Samsung,4500,2970,Fortaleza,13500,4590
6175,HL1002,9/2/2018,1,Apple,2500,1350,Goiânia,2500,1150
6176,HL1017,9/2/2018,3,Samsung,5200,2240,Belo Horizonte,15600,8880
6177,HL1002,9/2/2018,2,Apple,2500,1700,Rio de Janeiro,5000,1600
6178,HL1001,9/2/2018,1,LG,2600,1070,Fortaleza,2600,1530
6179,HL1015,9/2/2018,2,Sony,700,330,Curitiba,1400,740
6180,HL1001,9/2/2018,5,LG,2600,1820,Guarulhos,13000,3900
6181,HL1023,9/2/2018,5,Samsung,1500,1020,São Paulo,7500,2400
6182,HL1015,9/2/2018,2,Sony,700,450,Rio de Janeiro,1400,500
6183,HL1024,9/2/2018,4,Acer,2400,1270,Rio de Janeiro,9600,4520
6184,HL1003,9/2/2018,2,Samsung,4500,2300,Rio de Janeiro,9000,4400
6185,HL1019,9/2/2018,5,Apple,6500,2860,São Paulo,32500,18200
6186,HL1005,9/2/2018,3,Canon,1500,650,Fortaleza,4500,2550
6187,HL1013,9/3/2018,2,Nikon,1550,1050,Belo Horizonte,3100,1000
6188,HL1012,9/3/2018,5,Dell,5500,2970,Fortaleza,27500,12650
6189,HL1001,9/3/2018,2,LG,2600,1460,São Paulo,5200,2280
6190,HL1012,9/3/2018,5,Dell,5500,3800,Recife,27500,8500
6191,HL1018,9/3/2018,2,Xiaomi,1200,480,Fortaleza,2400,1440
6192,HL1003,9/3/2018,2,Samsung,4500,3020,Goiânia,9000,2960
6193,HL1015,9/3/2018,2,Sony,700,450,Guarulhos,1400,500
6194,HL1015,9/3/2018,3,Sony,700,280,São Paulo,2100,1260
6195,HL1005,9/3/2018,2,Canon,1500,740,Salvador,3000,1520
6196,HL1005,9/3/2018,5,Canon,1500,1040,Rio de Janeiro,7500,2300
6197,HL1004,9/3/2018,1,Apple,1750,860,Porto Alegre,1750,890
6198,HL1020,9/3/2018,4,Motorola,1500,710,Fortaleza,6000,3160
6199,HL1005,9/3/2018,3,Canon,1500,660,Campinas,4500,2520
6200,HL1015,9/3/2018,2,Sony,700,430,São Paulo,1400,540
6201,HL1018,9/3/2018,3,Xiaomi,1200,760,São Paulo,3600,1320
6202,HL1024,9/4/2018,1,Acer,2400,1540,Campinas,2400,860
6203,HL1001,9/4/2018,2,LG,2600,1590,Fortaleza,5200,2020
6204,HL1001,9/4/2018,2,LG,2600,1070,São Paulo,5200,3060
6205,HL1018,9/4/2018,5,Xiaomi,1200,800,Guarulhos,6000,2000
6206,HL1018,9/4/2018,3,Xiaomi,1200,820,Curitiba,3600,1140
6207,HL1020,9/4/2018,4,Motorola,1500,800,Guarulhos,6000,2800
6208,HL1008,9/4/2018,1,Philco,2000,1000,Porto Alegre,2000,1000
6209,HL1001,9/4/2018,2,LG,2600,1740,Goiânia,5200,1720
6210,HL1002,9/4/2018,3,Apple,2500,1630,Porto Alegre,7500,2610
6211,HL1023,9/4/2018,4,Samsung,1500,1050,São Paulo,6000,1800
6212,HL1013,9/4/2018,2,Nikon,1550,820,Fortaleza,3100,1460
6213,HL1022,9/4/2018,2,Apple,750,440,Belo Horizonte,1500,620
6214,HL1012,9/4/2018,1,Dell,5500,3300,Guarulhos,5500,2200
6215,HL1009,9/4/2018,3,Motorola,1400,570,Nova Iguaçu,4200,2490
6216,HL1024,9/4/2018,2,Acer,2400,1580,Salvador,4800,1640
6217,HL1018,9/4/2018,2,Xiaomi,1200,800,Fortaleza,2400,800
6218,HL1015,9/4/2018,1,Sony,700,360,Salvador,700,340
6219,HL1013,9/4/2018,3,Nikon,1550,680,Fortaleza,4650,2610
6220,HL1001,9/4/2018,2,LG,2600,1350,Belo Horizonte,5200,2500
6221,HL1023,9/4/2018,3,Samsung,1500,710,Curitiba,4500,2370
6222,HL1021,9/4/2018,5,Samsung,3000,1830,Campinas,15000,5850
6223,HL1009,9/4/2018,4,Motorola,1400,970,Curitiba,5600,1720
6224,HL1023,9/4/2018,3,Samsung,1500,980,Salvador,4500,1560
6225,HL1024,9/4/2018,3,Acer,2400,1560,Recife,7200,2520
6226,HL1001,9/4/2018,3,LG,2600,1400,Recife,7800,3600
6227,HL1014,9/4/2018,2,Samsung,1100,680,Salvador,2200,840
6228,HL1007,9/4/2018,1,Dell,2300,1010,São Paulo,2300,1290
6229,HL1005,9/5/2018,5,Canon,1500,720,Rio de Janeiro,7500,3900
6230,HL1009,9/5/2018,1,Motorola,1400,700,São Paulo,1400,700
6231,HL1007,9/5/2018,2,Dell,2300,1610,São Paulo,4600,1380
6232,HL1021,9/5/2018,5,Samsung,3000,1500,Niterói,15000,7500
6233,HL1018,9/5/2018,2,Xiaomi,1200,830,Recife,2400,740
6234,HL1023,9/5/2018,3,Samsung,1500,1040,Recife,4500,1380
6235,HL1005,9/5/2018,1,Canon,1500,840,Rio de Janeiro,1500,660
6236,HL1008,9/5/2018,1,Philco,2000,1140,Goiânia,2000,860
6237,HL1015,9/5/2018,3,Sony,700,410,São Paulo,2100,870
6238,HL1009,9/5/2018,4,Motorola,1400,880,Porto Alegre,5600,2080
6239,HL1005,9/5/2018,2,Canon,1500,860,Recife,3000,1280
6240,HL1009,9/5/2018,1,Motorola,1400,760,Belo Horizonte,1400,640
6241,HL1002,9/5/2018,1,Apple,2500,1250,Salvador,2500,1250
6242,HL1007,9/5/2018,3,Dell,2300,1080,Recife,6900,3660
6243,HL1015,9/5/2018,5,Sony,700,490,São Paulo,3500,1050
6244,HL1002,9/5/2018,4,Apple,2500,1080,Guarulhos,10000,5680
6245,HL1018,9/5/2018,1,Xiaomi,1200,780,Niterói,1200,420
6246,HL1009,9/5/2018,2,Motorola,1400,980,Goiânia,2800,840
6247,HL1021,9/5/2018,2,Samsung,3000,1380,Belo Horizonte,6000,3240
6248,HL1019,9/5/2018,1,Apple,6500,3840,Rio de Janeiro,6500,2660
6249,HL1013,9/5/2018,5,Nikon,1550,710,São Paulo,7750,4200
6250,HL1015,9/5/2018,3,Sony,700,420,Porto Alegre,2100,840
6251,HL1019,9/5/2018,3,Apple,6500,4360,Recife,19500,6420
6252,HL1019,9/5/2018,1,Apple,6500,2730,Salvador,6500,3770
6253,HL1015,9/5/2018,5,Sony,700,360,São Paulo,3500,1700
6254,HL1018,9/5/2018,4,Xiaomi,1200,740,Fortaleza,4800,1840
6255,HL1018,9/5/2018,3,Xiaomi,1200,830,São Paulo,3600,1110
6256,HL1015,9/5/2018,1,Sony,700,450,Fortaleza,700,250
6257,HL1021,9/5/2018,4,Samsung,3000,1410,Salvador,12000,6360
6258,HL1008,9/5/2018,2,Philco,2000,1200,Campinas,4000,1600
6259,HL1002,9/5/2018,3,Apple,2500,1230,Rio de Janeiro,7500,3810
6260,HL1013,9/6/2018,3,Nikon,1550,880,Belo Horizonte,4650,2010
6261,HL1015,9/6/2018,1,Sony,700,340,Nova Iguaçu,700,360
6262,HL1021,9/6/2018,1,Samsung,3000,1290,Fortaleza,3000,1710
6263,HL1023,9/6/2018,3,Samsung,1500,1050,Rio de Janeiro,4500,1350
6264,HL1001,9/6/2018,5,LG,2600,1140,Recife,13000,7300
6265,HL1015,9/6/2018,5,Sony,700,360,Salvador,3500,1700
6266,HL1009,9/6/2018,3,Motorola,1400,780,Niterói,4200,1860
6267,HL1001,9/6/2018,3,LG,2600,1140,Rio de Janeiro,7800,4380
6268,HL1001,9/6/2018,3,LG,2600,1140,Recife,7800,4380
6269,HL1007,9/6/2018,3,Dell,2300,1450,Fortaleza,6900,2550
6270,HL1015,9/6/2018,5,Sony,700,430,Fortaleza,3500,1350
6271,HL1005,9/6/2018,4,Canon,1500,870,Curitiba,6000,2520
6272,HL1018,9/6/2018,2,Xiaomi,1200,640,São Paulo,2400,1120
6273,HL1015,9/6/2018,3,Sony,700,320,Fortaleza,2100,1140
6274,HL1007,9/6/2018,3,Dell,2300,1220,Goiânia,6900,3240
6275,HL1013,9/6/2018,1,Nikon,1550,650,Belo Horizonte,1550,900
6276,HL1021,9/6/2018,4,Samsung,3000,1680,Belo Horizonte,12000,5280
6277,HL1009,9/6/2018,1,Motorola,1400,700,Salvador,1400,700
6278,HL1018,9/6/2018,5,Xiaomi,1200,580,Belo Horizonte,6000,3100
6279,HL1008,9/6/2018,3,Philco,2000,1320,São Paulo,6000,2040
6280,HL1016,9/6/2018,1,Samsung,1450,880,Recife,1450,570
6281,HL1013,9/6/2018,4,Nikon,1550,700,Recife,6200,3400
6282,HL1007,9/6/2018,5,Dell,2300,1060,São Paulo,11500,6200
6283,HL1008,9/6/2018,2,Philco,2000,1300,Rio de Janeiro,4000,1400
6284,HL1001,9/6/2018,5,LG,2600,1820,Rio de Janeiro,13000,3900
6285,HL1007,9/6/2018,2,Dell,2300,1470,Nova Iguaçu,4600,1660
6286,HL1010,9/7/2018,2,Apple,1900,1290,Rio de Janeiro,3800,1220
6287,HL1023,9/7/2018,1,Samsung,1500,870,São Paulo,1500,630
6288,HL1001,9/7/2018,3,LG,2600,1250,Salvador,7800,4050
6289,HL1009,9/7/2018,5,Motorola,1400,800,Curitiba,7000,3000
6290,HL1013,9/7/2018,2,Nikon,1550,880,Recife,3100,1340
6291,HL1004,9/7/2018,5,Apple,1750,960,Rio de Janeiro,8750,3950
6292,HL1005,9/7/2018,2,Canon,1500,1020,Curitiba,3000,960
6293,HL1024,9/7/2018,2,Acer,2400,1660,Nova Iguaçu,4800,1480
6294,HL1019,9/7/2018,2,Apple,6500,3640,Campinas,13000,5720
6295,HL1021,9/7/2018,3,Samsung,3000,2010,Nova Iguaçu,9000,2970
6296,HL1023,9/7/2018,2,Samsung,1500,740,Fortaleza,3000,1520
6297,HL1009,9/7/2018,5,Motorola,1400,770,São Paulo,7000,3150
6298,HL1001,9/7/2018,1,LG,2600,1270,São Paulo,2600,1330
6299,HL1009,9/7/2018,1,Motorola,1400,950,Belo Horizonte,1400,450
6300,HL1001,9/7/2018,2,LG,2600,1200,Recife,5200,2800
6301,HL1023,9/7/2018,1,Samsung,1500,740,Fortaleza,1500,760
6302,HL1018,9/7/2018,3,Xiaomi,1200,760,São Paulo,3600,1320
6303,HL1007,9/7/2018,4,Dell,2300,1200,Recife,9200,4400
6304,HL1009,9/7/2018,1,Motorola,1400,620,Porto Alegre,1400,780
6305,HL1007,9/7/2018,2,Dell,2300,1170,Curitiba,4600,2260
6306,HL1001,9/7/2018,3,LG,2600,1070,São Paulo,7800,4590
6307,HL1001,9/7/2018,3,LG,2600,1270,Curitiba,7800,3990
6308,HL1002,9/7/2018,5,Apple,2500,1480,Nova Iguaçu,12500,5100
6309,HL1018,9/7/2018,1,Xiaomi,1200,680,Niterói,1200,520
6310,HL1012,9/7/2018,2,Dell,5500,2310,Salvador,11000,6380
6311,HL1009,9/7/2018,5,Motorola,1400,880,Recife,7000,2600
6312,HL1015,9/7/2018,5,Sony,700,360,Curitiba,3500,1700
6313,HL1021,9/7/2018,1,Samsung,3000,1800,Recife,3000,1200
6314,HL1005,9/7/2018,2,Canon,1500,740,Nova Iguaçu,3000,1520
6315,HL1008,9/8/2018,2,Philco,2000,1180,São Paulo,4000,1640
6316,HL1021,9/8/2018,5,Samsung,3000,2010,Belo Horizonte,15000,4950
6317,HL1008,9/8/2018,5,Philco,2000,1200,Salvador,10000,4000
6318,HL1008,9/8/2018,1,Philco,2000,1240,São Paulo,2000,760
6319,HL1023,9/8/2018,5,Samsung,1500,810,Curitiba,7500,3450
6320,HL1024,9/8/2018,4,Acer,2400,1440,Goiânia,9600,3840
6321,HL1008,9/8/2018,4,Philco,2000,1300,Guarulhos,8000,2800
6322,HL1018,9/8/2018,5,Xiaomi,1200,760,São Paulo,6000,2200
6323,HL1009,9/8/2018,2,Motorola,1400,700,Porto Alegre,2800,1400
6324,HL1021,9/8/2018,1,Samsung,3000,1980,Niterói,3000,1020
6325,HL1006,9/8/2018,4,Samsung,1400,850,Recife,5600,2200
6326,HL1001,9/8/2018,4,LG,2600,1510,Rio de Janeiro,10400,4360
6327,HL1018,9/8/2018,1,Xiaomi,1200,500,São Paulo,1200,700
6328,HL1017,9/8/2018,5,Samsung,5200,2440,São Paulo,26000,13800
6329,HL1010,9/8/2018,2,Apple,1900,1080,Campinas,3800,1640
6330,HL1005,9/8/2018,4,Canon,1500,870,Nova Iguaçu,6000,2520
6331,HL1018,9/8/2018,3,Xiaomi,1200,530,Guarulhos,3600,2010
6332,HL1015,9/8/2018,1,Sony,700,410,Salvador,700,290
6333,HL1015,9/8/2018,3,Sony,700,330,Porto Alegre,2100,1110
6334,HL1007,9/8/2018,5,Dell,2300,1470,Goiânia,11500,4150
6335,HL1019,9/8/2018,2,Apple,6500,2730,São Paulo,13000,7540
6336,HL1006,9/8/2018,2,Samsung,1400,880,Porto Alegre,2800,1040
6337,HL1008,9/8/2018,2,Philco,2000,1400,Rio de Janeiro,4000,1200
6338,HL1018,9/8/2018,4,Xiaomi,1200,820,Recife,4800,1520
6339,HL1007,9/8/2018,1,Dell,2300,1450,Rio de Janeiro,2300,850
6340,HL1003,9/8/2018,2,Samsung,4500,2340,Belo Horizonte,9000,4320
6341,HL1001,9/8/2018,3,LG,2600,1400,Curitiba,7800,3600
6342,HL1019,9/8/2018,4,Apple,6500,3060,Recife,26000,13760
6343,HL1006,9/8/2018,1,Samsung,1400,880,Recife,1400,520
6344,HL1021,9/8/2018,4,Samsung,3000,1290,Goiânia,12000,6840
6345,HL1005,9/8/2018,4,Canon,1500,690,Salvador,6000,3240
6346,HL1001,9/8/2018,5,LG,2600,1660,Guarulhos,13000,4700
6347,HL1015,9/8/2018,4,Sony,700,320,São Paulo,2800,1520
6348,HL1013,9/9/2018,5,Nikon,1550,670,São Paulo,7750,4400
6349,HL1023,9/9/2018,3,Samsung,1500,720,Rio de Janeiro,4500,2340
6350,HL1007,9/9/2018,3,Dell,2300,1520,Salvador,6900,2340
6351,HL1008,9/9/2018,3,Philco,2000,1020,São Paulo,6000,2940
6352,HL1001,9/9/2018,5,LG,2600,1640,São Paulo,13000,4800
6353,HL1021,9/9/2018,5,Samsung,3000,1740,Belo Horizonte,15000,6300
6354,HL1005,9/9/2018,4,Canon,1500,810,Rio de Janeiro,6000,2760
6355,HL1006,9/9/2018,5,Samsung,1400,740,Rio de Janeiro,7000,3300
6356,HL1013,9/9/2018,3,Nikon,1550,740,Rio de Janeiro,4650,2430
6357,HL1009,9/9/2018,2,Motorola,1400,730,Belo Horizonte,2800,1340
6358,HL1024,9/9/2018,4,Acer,2400,1080,Fortaleza,9600,5280
6359,HL1004,9/9/2018,2,Apple,1750,1160,Rio de Janeiro,3500,1180
6360,HL1024,9/9/2018,2,Acer,2400,1680,São Paulo,4800,1440
6361,HL1013,9/9/2018,4,Nikon,1550,850,Guarulhos,6200,2800
6362,HL1020,9/9/2018,5,Motorola,1500,660,Recife,7500,4200
6363,HL1008,9/9/2018,1,Philco,2000,1060,Fortaleza,2000,940
6364,HL1021,9/9/2018,3,Samsung,3000,1770,Rio de Janeiro,9000,3690
6365,HL1016,9/9/2018,5,Samsung,1450,960,Goiânia,7250,2450
6366,HL1015,9/9/2018,5,Sony,700,280,Rio de Janeiro,3500,2100
6367,HL1009,9/9/2018,2,Motorola,1400,600,Salvador,2800,1600
6368,HL1015,9/9/2018,1,Sony,700,410,São Paulo,700,290
6369,HL1010,9/9/2018,1,Apple,1900,970,Salvador,1900,930
6370,HL1024,9/9/2018,2,Acer,2400,1200,São Paulo,4800,2400
6371,HL1015,9/9/2018,1,Sony,700,410,Rio de Janeiro,700,290
6372,HL1001,9/9/2018,4,LG,2600,1590,Salvador,10400,4040
6373,HL1001,9/9/2018,4,LG,2600,1560,São Paulo,10400,4160
6374,HL1005,9/9/2018,3,Canon,1500,660,São Paulo,4500,2520
6375,HL1018,9/9/2018,4,Xiaomi,1200,800,Goiânia,4800,1600
6376,HL1015,9/9/2018,3,Sony,700,320,Guarulhos,2100,1140
6377,HL1009,9/9/2018,5,Motorola,1400,590,Belo Horizonte,7000,4050
6378,HL1017,9/10/2018,3,Samsung,5200,3020,São Paulo,15600,6540
6379,HL1018,9/10/2018,2,Xiaomi,1200,540,Rio de Janeiro,2400,1320
6380,HL1009,9/10/2018,2,Motorola,1400,880,Salvador,2800,1040
6381,HL1007,9/10/2018,5,Dell,2300,1060,Rio de Janeiro,11500,6200
6382,HL1007,9/10/2018,3,Dell,2300,1100,Guarulhos,6900,3600
6383,HL1008,9/10/2018,2,Philco,2000,1080,Rio de Janeiro,4000,1840
6384,HL1009,9/10/2018,2,Motorola,1400,950,Recife,2800,900
6385,HL1007,9/10/2018,4,Dell,2300,1310,Belo Horizonte,9200,3960
6386,HL1013,9/10/2018,2,Nikon,1550,840,Guarulhos,3100,1420
6387,HL1023,9/10/2018,1,Samsung,1500,750,Fortaleza,1500,750
6388,HL1005,9/10/2018,2,Canon,1500,900,Guarulhos,3000,1200
6389,HL1015,9/10/2018,5,Sony,700,430,Nova Iguaçu,3500,1350
6390,HL1015,9/10/2018,4,Sony,700,350,Salvador,2800,1400
6391,HL1005,9/10/2018,1,Canon,1500,920,Fortaleza,1500,580
6392,HL1009,9/10/2018,3,Motorola,1400,560,Recife,4200,2520
6393,HL1023,9/10/2018,3,Samsung,1500,720,São Paulo,4500,2340
6394,HL1018,9/10/2018,1,Xiaomi,1200,770,Fortaleza,1200,430
6395,HL1001,9/10/2018,5,LG,2600,1530,Recife,13000,5350
6396,HL1023,9/10/2018,4,Samsung,1500,960,Campinas,6000,2160
6397,HL1001,9/10/2018,1,LG,2600,1530,São Paulo,2600,1070
6398,HL1013,9/10/2018,5,Nikon,1550,810,São Paulo,7750,3700
6399,HL1024,9/10/2018,1,Acer,2400,1580,São Paulo,2400,820
6400,HL1007,9/10/2018,4,Dell,2300,1310,Fortaleza,9200,3960
6401,HL1019,9/10/2018,5,Apple,6500,2930,Porto Alegre,32500,17850
6402,HL1007,9/10/2018,1,Dell,2300,940,Guarulhos,2300,1360
6403,HL1008,9/10/2018,2,Philco,2000,1360,Salvador,4000,1280
6404,HL1015,9/10/2018,5,Sony,700,360,Belo Horizonte,3500,1700
6405,HL1023,9/10/2018,3,Samsung,1500,870,Fortaleza,4500,1890
6406,HL1019,9/11/2018,4,Apple,6500,3190,Belo Horizonte,26000,13240
6407,HL1023,9/11/2018,2,Samsung,1500,810,São Paulo,3000,1380
6408,HL1018,9/11/2018,1,Xiaomi,1200,600,Rio de Janeiro,1200,600
6409,HL1023,9/11/2018,3,Samsung,1500,990,São Paulo,4500,1530
6410,HL1021,9/11/2018,3,Samsung,3000,1200,Belo Horizonte,9000,5400
6411,HL1019,9/11/2018,5,Apple,6500,3060,São Paulo,32500,17200
6412,HL1010,9/11/2018,5,Apple,1900,1100,São Paulo,9500,4000
6413,HL1018,9/11/2018,4,Xiaomi,1200,760,São Paulo,4800,1760
6414,HL1021,9/11/2018,1,Samsung,3000,1980,Rio de Janeiro,3000,1020
6415,HL1009,9/11/2018,5,Motorola,1400,730,Salvador,7000,3350
6416,HL1019,9/11/2018,4,Apple,6500,2730,São Paulo,26000,15080
6417,HL1020,9/11/2018,3,Motorola,1500,770,São Paulo,4500,2190
6418,HL1015,9/11/2018,5,Sony,700,340,Porto Alegre,3500,1800
6419,HL1024,9/11/2018,4,Acer,2400,1540,Guarulhos,9600,3440
6420,HL1005,9/11/2018,4,Canon,1500,990,São Paulo,6000,2040
6421,HL1008,9/11/2018,2,Philco,2000,880,Belo Horizonte,4000,2240
6422,HL1011,9/11/2018,2,Samsung,2000,1200,Salvador,4000,1600
6423,HL1007,9/11/2018,2,Dell,2300,1430,Rio de Janeiro,4600,1740
6424,HL1015,9/11/2018,5,Sony,700,280,Belo Horizonte,3500,2100
6425,HL1007,9/12/2018,2,Dell,2300,1200,Salvador,4600,2200
6426,HL1002,9/12/2018,3,Apple,2500,1530,Recife,7500,2910
6427,HL1005,9/12/2018,4,Canon,1500,950,Recife,6000,2200
6428,HL1013,9/12/2018,1,Nikon,1550,880,Goiânia,1550,670
6429,HL1001,9/12/2018,4,LG,2600,1430,Fortaleza,10400,4680
6430,HL1022,9/12/2018,3,Apple,750,310,Campinas,2250,1320
6431,HL1013,9/12/2018,4,Nikon,1550,900,Salvador,6200,2600
6432,HL1015,9/12/2018,3,Sony,700,460,Curitiba,2100,720
6433,HL1001,9/12/2018,5,LG,2600,1200,Porto Alegre,13000,7000
6434,HL1019,9/12/2018,1,Apple,6500,3250,Rio de Janeiro,6500,3250
6435,HL1012,9/12/2018,3,Dell,5500,3690,Salvador,16500,5430
6436,HL1001,9/12/2018,3,LG,2600,1820,São Paulo,7800,2340
6437,HL1019,9/12/2018,4,Apple,6500,3380,Belo Horizonte,26000,12480
6438,HL1018,9/12/2018,3,Xiaomi,1200,700,São Paulo,3600,1500
6439,HL1001,9/12/2018,5,LG,2600,1820,Belo Horizonte,13000,3900
6440,HL1001,9/12/2018,4,LG,2600,1530,São Paulo,10400,4280
6441,HL1003,9/12/2018,5,Samsung,4500,1800,Belo Horizonte,22500,13500
6442,HL1023,9/12/2018,4,Samsung,1500,1040,Belo Horizonte,6000,1840
6443,HL1009,9/12/2018,4,Motorola,1400,730,São Paulo,5600,2680
6444,HL1024,9/12/2018,2,Acer,2400,1510,São Paulo,4800,1780
6445,HL1005,9/12/2018,5,Canon,1500,660,São Paulo,7500,4200
6446,HL1024,9/12/2018,4,Acer,2400,1680,Curitiba,9600,2880
6447,HL1013,9/12/2018,3,Nikon,1550,820,São Paulo,4650,2190
